# logM1, logM_cut, alpha, alpha_s, alpha_c, logsigma, kappa, B_cen, B_sat
13.82754,13.10921,0.86153,1.01304,0.28804,-2.56693,0.16009,-0.38239,0.98862
14.11061,12.80696,0.95183,1.12931,0.18021,-2.95699,1.05105,-0.32078,0.89680
13.59837,13.11482,0.80285,1.23267,0.28970,-1.49220,0.42120,0.05869,0.86961
13.31065,12.69729,1.03753,0.89177,0.17837,-2.19425,0.90177,-0.43300,-0.65831
13.67070,12.46795,1.09937,0.85012,0.26866,-1.79111,1.06861,0.03690,-0.73532
14.26113,12.43469,0.74500,1.07389,0.43121,-0.24226,1.20030,0.25772,0.71904
13.73239,12.77854,1.26906,1.04493,0.02770,-1.82867,0.50100,-0.01583,0.83490
13.66798,12.90626,1.28769,0.91983,0.30252,-2.89321,0.40385,-0.08581,-0.45868
13.79607,12.91027,1.31206,1.19165,0.19617,-0.60020,0.75960,0.42870,-0.10016
13.45586,13.13852,1.06140,1.13089,0.07156,-1.18793,0.93386,-0.14632,0.20520
13.87586,12.50639,1.23039,1.06633,0.34560,-1.15375,1.37754,0.21260,-0.25724
13.70408,12.52212,1.34788,0.89206,0.42370,-1.37448,1.35743,0.35201,0.24880
14.08095,12.42573,1.07009,1.08054,0.12318,-2.25625,0.82872,-0.47858,0.77737
13.77496,12.80930,1.05507,1.23196,0.49535,-1.64988,0.22638,0.38589,0.81451
13.96161,12.58022,1.26472,1.04092,0.03630,-0.06052,1.20244,0.05727,-0.70930
14.33298,12.40818,1.01197,0.71847,0.03592,-0.40434,0.23131,-0.11527,0.92422
13.94844,13.00869,0.75192,0.93422,0.08688,-1.48613,0.27417,0.31204,0.60828
13.71316,13.05702,1.26659,0.90710,0.31637,-2.10744,1.05477,-0.22493,0.21944
13.35365,12.79834,1.41744,0.74532,0.04252,-0.46236,0.07488,-0.38231,-0.21173
13.24247,13.14583,0.78376,0.77861,0.35701,-2.32719,0.02411,-0.33165,-0.08333
14.38794,13.20632,1.09441,0.94144,0.06098,-2.66375,0.30658,-0.34518,0.66662
14.16633,13.17941,0.98058,0.78337,0.10934,-2.45921,1.34923,-0.48214,0.38479
13.50183,12.89272,1.48241,1.28590,0.35694,-1.38713,0.34202,0.43572,0.01182
13.31354,13.14106,1.08837,1.13653,0.23664,-0.35531,0.95098,-0.21042,0.10609
13.81972,12.62876,1.37791,1.26917,0.45295,-2.94142,0.55613,0.07071,0.90604
13.26855,12.79775,1.17608,1.25977,0.20699,-1.21641,1.02641,0.00262,0.89108
13.56882,13.19518,1.01385,1.02208,0.24600,-2.77435,1.48987,-0.38343,-0.39171
13.67723,12.65737,0.78693,1.12292,0.06073,-2.62684,0.05680,0.17475,-0.47664
13.80127,12.96306,1.31530,0.84649,0.30719,-0.19453,1.30878,-0.20396,0.08489
13.54596,13.17068,1.33772,1.02006,0.15296,-1.49179,1.38715,-0.11870,0.45558
13.78864,13.11993,0.98166,0.74607,0.35123,-1.60100,0.84491,0.34229,0.54111
13.57165,12.62085,0.97590,0.92424,0.26808,-2.01858,0.97605,-0.48972,-0.94113
13.74387,12.71459,1.28065,0.98557,0.11260,-0.40907,1.48797,-0.45394,-0.98014
13.24313,12.82151,0.75375,1.08551,0.30087,-1.85453,1.28201,-0.29147,0.49203
13.99904,13.25981,1.17595,0.96556,0.40248,-2.31233,0.05763,-0.27014,-0.76106
13.57323,12.44731,0.97966,1.13497,0.35551,-2.89641,0.83651,-0.09941,-0.80065
13.52623,13.13552,0.99022,0.95857,0.40697,-2.06907,0.73804,0.04918,-0.93774
13.72636,12.47900,1.49896,0.96724,0.15669,-2.32058,0.66389,-0.18611,0.06146
14.35152,12.69348,1.07239,0.95545,0.25924,-1.43608,0.47459,-0.02715,-0.68641
13.60979,13.03512,1.26649,1.14648,0.01818,-1.56235,1.46410,0.48811,-0.55943
13.35890,12.54800,1.15035,1.04914,0.40999,-2.17715,1.34778,0.40714,0.93920
13.87467,13.07787,1.48524,1.00905,0.19813,-0.11581,1.01364,-0.24032,0.46566
13.92502,12.97239,0.93706,1.28367,0.38404,-0.90951,0.18563,-0.41768,0.47431
14.17342,13.13320,0.75331,1.06815,0.10786,-0.19086,1.07926,0.10051,0.38708
13.39691,12.59232,1.15788,1.10426,0.37552,-1.69220,0.76011,-0.42391,0.26869
13.82350,12.59529,0.71667,0.79578,0.40228,-2.98242,1.27624,-0.19293,0.56354
13.96523,12.94615,1.23148,1.23532,0.29335,-0.35111,0.05088,-0.06543,-0.69415
14.02672,12.81635,0.81300,0.90069,0.34265,-1.94811,0.98971,0.35035,-0.32045
14.13072,13.25418,1.01513,1.22772,0.30137,-0.13354,0.19374,0.49923,-0.12745
13.86998,12.84421,0.88562,0.76310,0.44510,-0.46917,0.54717,0.43934,0.64458
14.08702,13.25425,1.19593,0.93781,0.44320,-1.47587,0.00707,0.03022,0.34993
14.34554,13.19881,0.72905,0.86407,0.42662,-1.89169,0.48297,-0.27056,0.42595
13.29105,12.67937,1.32087,1.01421,0.29470,-1.35720,0.23639,0.03661,0.73740
13.40194,12.50941,0.85926,0.72440,0.23577,-2.13942,1.32409,0.41942,0.11671
13.65297,13.09945,0.78759,0.83719,0.29956,-0.14746,1.30189,-0.11997,-0.90029
14.12824,13.19331,0.94542,0.84808,0.45468,-1.53448,0.70486,-0.42240,0.30336
13.93839,13.01561,1.35123,1.13032,0.04872,-1.93872,1.38750,0.14143,0.12469
14.18153,12.74601,1.27970,0.89826,0.08023,-2.17253,1.35247,-0.00637,0.97615
13.40002,12.89697,1.35919,1.28236,0.29491,-1.92269,1.39027,-0.35516,-0.90789
14.24414,12.74991,0.77379,0.97281,0.44250,-2.47874,0.36007,0.42296,-0.61427
13.96362,12.56592,1.35385,1.01985,0.41743,-2.84675,1.00997,0.19051,-0.35704
13.28606,12.89474,0.73593,0.86007,0.08701,-0.16988,0.11169,-0.13419,0.68557
13.22998,12.76767,1.21583,0.90424,0.32039,-1.33470,0.70065,0.25249,0.10980
13.57197,12.65401,0.70087,0.94962,0.45547,-0.49377,0.79347,-0.27106,-0.28411
14.08641,13.07246,1.26552,0.84322,0.29567,-2.30426,1.10589,0.25778,-0.49815
13.93440,12.48786,0.76899,1.29214,0.32481,-0.68875,0.53084,0.25099,0.82032
14.35630,12.42763,0.72024,1.19404,0.02276,-1.20776,0.89259,0.26101,0.32895
13.72169,13.03449,1.34447,1.01592,0.21611,-1.69385,0.14156,0.19412,0.51125
13.90988,12.41438,0.71569,1.01341,0.39732,-0.54158,0.41998,0.30592,-0.07102
13.52842,12.80990,1.28898,0.97209,0.47223,-0.29568,0.87369,0.22564,0.45453
14.21905,12.98134,1.01750,1.20785,0.07592,-2.77628,1.46179,-0.10722,0.36954
13.56399,13.24450,0.81095,1.02563,0.26596,-1.78871,0.56226,-0.49285,-0.12872
13.53575,12.59708,1.42758,1.16170,0.33048,-0.65741,0.82363,0.22580,0.07086
13.76605,13.25387,0.99759,1.10004,0.27726,-0.72652,1.34464,0.34686,0.34201
14.31206,13.01236,0.81460,0.75110,0.02101,-1.33436,0.55010,0.23850,0.54544
13.83102,13.00278,0.82681,1.20474,0.09661,-2.31976,1.37210,0.49127,0.55932
13.74843,12.48618,0.77256,0.77705,0.03238,-2.50120,0.78591,0.36723,-0.90147
14.18112,12.83771,1.42127,0.76186,0.35034,-1.88976,1.41438,0.05415,0.65077
13.67649,13.24976,1.08540,0.90891,0.35365,-0.09315,0.32295,0.21548,0.58928
14.11785,12.82299,0.87080,1.16352,0.18883,-0.38329,0.57535,0.01313,-0.40523
13.89112,13.10833,1.24819,0.78787,0.49384,-2.13909,1.08972,0.26734,-0.70797
13.34195,12.98282,1.04581,1.04807,0.44255,-2.25793,0.36996,-0.40124,-0.81918
13.41581,13.01962,1.43792,1.24908,0.13106,-1.46014,1.49751,-0.14579,0.26984
13.45376,12.55511,0.81268,0.97296,0.17676,-1.15645,0.91364,-0.12785,0.96940
13.26065,12.50438,1.06477,0.96020,0.27314,-2.89307,0.05844,0.16781,0.15514
13.85031,12.47064,0.70946,1.12505,0.00023,-1.62341,0.20563,-0.20363,0.01838
14.33411,12.53449,0.75381,1.15920,0.21683,-2.33182,0.70416,-0.34788,-0.08748
14.10367,13.04037,1.00411,1.26766,0.22340,-1.86627,1.35022,0.12055,0.02974
13.94112,12.92133,1.05225,1.17071,0.36452,-0.69769,0.90912,-0.29428,0.35841
13.49262,13.21840,0.93226,0.73898,0.06043,-2.68321,0.86482,-0.13968,0.80935
13.53734,12.76132,1.15011,1.08969,0.27828,-2.65648,1.04539,0.03376,-0.26334
13.53266,12.59380,1.34142,0.71072,0.08568,-1.53649,0.96183,0.22168,-0.43707
13.59425,13.12546,1.23764,1.10791,0.43395,-1.73275,1.36189,0.08157,-0.23066
13.68919,13.19892,1.46055,0.98938,0.15632,-0.27131,0.83114,-0.03817,-0.19241
14.06960,12.50601,0.72125,1.07123,0.32504,-1.78591,0.36348,-0.06905,-0.35310
13.67082,13.05211,0.76314,0.92753,0.14405,-1.74997,0.96754,0.31132,-0.95079
13.69680,12.42355,1.39587,1.23777,0.18770,-2.18727,0.51225,0.35763,0.13210
13.54529,12.45391,1.11866,0.77358,0.21545,-0.93743,0.78164,0.20072,0.81814
13.98213,12.83584,1.06272,0.76447,0.07384,-1.44696,0.14750,-0.44308,0.37932
13.60686,12.62937,1.26909,0.72451,0.14921,-0.70656,1.22528,-0.36707,-0.33532
14.23896,12.48949,1.02125,1.08004,0.38229,-2.04520,1.45375,-0.24597,0.20115
14.10765,13.05282,1.20658,0.94185,0.02315,-1.43789,0.06024,-0.49401,-0.66648
13.34935,12.60306,1.07680,1.23605,0.34374,-2.47244,0.18619,-0.18162,0.48873
13.40558,12.83700,1.32399,1.10120,0.06780,-0.10497,1.27561,0.04655,-0.63659
14.19544,12.84527,0.93417,1.22063,0.02120,-0.36708,0.10893,0.25574,0.37032
14.15955,12.53075,1.46657,1.26051,0.26990,-0.94179,0.84169,0.46725,-0.91993
14.19457,12.89517,1.23456,1.23843,0.09782,-2.39980,0.85281,-0.44595,-0.29436
13.29158,12.73197,1.26562,1.00326,0.46452,-1.52258,1.40943,0.39966,0.47460
13.53342,13.17555,0.77830,1.10590,0.18804,-0.35608,1.24565,-0.43156,0.24600
13.92056,13.28182,1.34796,1.13736,0.44914,-0.43795,0.83382,0.14990,-0.17634
13.48745,13.14633,1.26512,0.70993,0.39199,-1.56569,0.47879,0.40534,-0.92882
13.72167,12.55724,1.39719,0.83075,0.12539,-1.83288,0.22220,-0.47211,-0.85448
13.82224,13.06209,1.36637,1.14376,0.23252,-1.63882,0.88872,0.00607,0.82925
14.08995,12.67939,1.01789,0.82586,0.39475,-2.96460,0.16426,-0.04872,0.64828
13.96535,12.59255,1.30658,1.14622,0.43186,-2.09587,0.63520,0.27970,0.07783
13.74257,12.56228,0.72708,1.10834,0.31574,-0.50084,0.35101,-0.42891,0.17020
14.20460,12.59851,0.91575,1.02494,0.06962,-2.92090,0.40341,-0.28400,-0.34162
13.20682,12.94873,0.70014,1.14903,0.19440,-0.55652,0.86452,-0.15887,-0.57827
13.44141,12.56442,1.35364,1.10317,0.10694,-2.78650,0.67552,0.32851,-0.14929
14.22587,12.93061,1.16155,0.98002,0.05973,-0.44816,1.26391,-0.42170,0.50872
13.99531,12.68893,0.89829,1.20559,0.45512,-2.97627,0.36331,0.22222,-0.65838
13.88593,13.29065,1.42308,1.13625,0.18366,-0.44991,0.80520,-0.32515,-0.86973
13.30083,12.68110,0.95528,1.24175,0.17096,-0.38302,0.28052,-0.36986,-0.07469
13.71071,13.21148,0.84322,0.77435,0.49807,-1.94079,1.32629,-0.29235,-0.81129
14.11136,12.85758,1.16663,1.07229,0.27600,-2.35382,0.70499,-0.33490,0.02218
14.10782,12.93256,1.05536,1.04871,0.03477,-2.34554,1.36430,-0.31537,0.23439
14.34268,12.49899,1.31211,0.81070,0.38953,-1.32391,1.34145,-0.07870,-0.55247
13.40499,13.27777,1.30993,0.97671,0.29238,-2.22926,0.04369,-0.41783,0.96510
14.26831,12.47985,1.49341,1.23358,0.36296,-0.60553,0.12970,-0.04077,-0.11775
13.43030,12.72403,1.26523,1.08057,0.00994,-1.65831,0.86116,-0.11411,0.56163
13.35710,12.98192,1.03094,0.74887,0.31737,-2.48264,1.12474,0.25766,0.49628
13.97034,12.61996,1.18860,0.73808,0.44289,-1.41047,1.27963,0.04436,-0.64970
13.72531,13.23845,1.34481,1.01451,0.18329,-1.73740,1.19199,0.11272,-0.82610
14.35720,12.81274,1.10931,1.21642,0.45686,-0.86178,0.08861,0.30511,-0.15800
13.71161,12.43096,1.30665,1.27161,0.33375,-2.52758,1.37985,0.24459,0.39972
13.72996,12.73556,1.33752,1.13556,0.17919,-2.55610,0.48177,-0.32190,0.81980
14.01512,12.65681,1.42194,1.19089,0.05654,-2.27869,1.15630,-0.32671,-0.33774
13.59455,12.73361,0.88311,1.22794,0.07989,-0.60116,0.64706,-0.37192,-0.32580
13.47457,12.86796,1.07743,1.17334,0.08885,-1.81991,0.49755,0.03044,0.69637
13.98117,12.87884,1.32220,1.15429,0.25180,-0.49190,1.30683,0.14106,0.53509
13.29186,12.88040,1.32843,1.24039,0.37636,-0.00093,1.09977,-0.04850,0.99389
14.19536,12.91733,0.75047,1.09120,0.05039,-0.62158,0.07366,-0.38027,0.62794
14.05164,13.19784,1.02069,0.76875,0.03278,-1.32768,0.90062,-0.35804,0.00091
14.02465,13.20836,1.47881,0.78255,0.19270,-2.25712,0.99793,0.31256,-0.47985
13.36988,13.01768,1.08425,1.02131,0.09342,-2.84020,0.64320,0.26461,0.26125
14.39535,13.00303,1.27788,1.07531,0.27070,-0.69619,0.36762,-0.43548,-0.32917
13.66522,13.05138,1.31989,1.19665,0.33702,-2.55001,1.35692,-0.48147,-0.30182
14.24645,12.80588,1.32179,1.14936,0.05321,-1.00639,1.17697,0.38763,-0.79986
13.33947,12.56069,1.05104,0.85009,0.15585,-1.43450,0.40391,-0.45965,0.00845
13.27857,12.99892,1.43429,0.91119,0.20890,-2.20885,1.01758,-0.05219,0.26718
13.32232,12.42312,0.99934,0.95349,0.30822,-1.02081,0.21765,-0.00039,0.52283
14.36534,13.20254,0.72007,1.16256,0.08602,-1.52059,0.80071,-0.43266,-0.14548
14.25215,12.59847,1.04034,1.06596,0.18321,-0.07375,1.18675,-0.01254,0.97633
13.89075,12.89502,0.71051,0.71989,0.01814,-1.68638,0.99078,0.37545,-0.11477
14.14870,13.04674,1.34122,1.06720,0.10937,-1.77516,1.23366,0.35820,-0.08840
13.42728,13.04027,0.89863,1.17340,0.09272,-2.84934,1.39782,0.37573,-0.64360
13.58337,12.66402,1.48889,0.78083,0.39635,-2.70524,0.42257,0.16747,0.28929
13.65803,12.79753,0.98552,0.79277,0.49305,-1.42293,1.49339,0.19990,0.42227
14.07810,12.67665,0.78881,1.01822,0.08814,-1.75127,0.61923,0.26168,0.48394
13.82785,12.76976,0.75540,1.04805,0.24467,-2.42812,1.02023,0.04574,-0.63260
13.73266,13.01751,1.12221,1.17443,0.38584,-0.11499,0.41731,0.00252,-0.66181
13.21310,12.61107,1.04948,0.98217,0.40877,-0.81154,0.71923,-0.31320,0.75457
13.81334,12.80976,1.40130,0.78275,0.46743,-0.15587,1.33913,0.13943,-0.64319
13.86733,12.88416,1.46435,0.88851,0.34585,-2.36063,0.82599,0.09515,0.06507
14.18613,12.73917,1.43698,1.25949,0.00156,-1.48913,0.58207,-0.31523,0.87487
13.97041,13.02896,1.15693,1.26519,0.47297,-1.23929,0.22416,-0.27198,-0.82833
13.89901,12.96568,1.37219,0.81648,0.42973,-0.28995,0.35459,-0.27416,-0.46238
14.09744,13.25867,0.80825,0.92529,0.23923,-0.22976,0.79991,-0.01311,0.08838
13.77965,12.88235,1.20196,1.15906,0.33603,-0.03245,0.61053,-0.23691,0.90348
13.83929,12.67727,1.39966,1.25849,0.13333,-2.99931,0.44191,0.32160,-0.69777
13.73376,12.50102,1.24054,0.72000,0.00617,-2.87246,0.82357,0.23419,-0.45903
14.39462,12.60400,0.90561,0.75766,0.27441,-0.89219,0.95441,0.09108,-0.14597
14.39497,12.72407,1.44518,0.99567,0.13235,-0.90694,0.41196,0.03333,0.84121
13.51779,12.91066,1.01564,0.77327,0.08713,-1.99846,0.50903,-0.39337,-0.04854
13.30010,12.57563,1.24655,0.90900,0.31324,-2.70878,1.18058,0.45982,0.03906
13.40553,12.42027,0.92042,1.07956,0.29039,-0.30127,1.31656,-0.33958,-0.45911
14.19359,12.85284,1.48909,0.71813,0.09771,-2.67339,0.69901,-0.17221,-0.48380
13.23972,13.19818,0.70185,1.28842,0.38009,-1.68527,1.13451,-0.27019,0.65085
13.54448,12.55546,0.79468,1.19815,0.35689,-0.65460,1.03075,0.45954,0.74856
14.24216,12.74012,1.17876,0.90472,0.16808,-1.11660,0.81791,0.26029,0.29972
14.07776,12.47485,1.12200,0.77073,0.26372,-1.95276,0.28711,0.05310,-0.95321
13.64000,12.58578,1.14572,0.98252,0.09491,-0.76167,0.63757,0.39757,-0.59811
13.98480,12.80209,0.95795,0.77607,0.19395,-2.52407,1.49511,-0.04402,-0.25943
13.23649,13.23836,0.97711,0.75603,0.48576,-2.13092,0.18337,-0.34065,-0.79117
13.54134,12.67244,1.13065,0.93273,0.49640,-2.06297,1.33249,0.07840,0.40898
13.28832,12.69308,0.96917,0.72802,0.32507,-2.51203,0.15758,0.41354,-0.21017
13.40269,13.23710,0.94703,1.02748,0.13444,-0.90678,0.70950,-0.26564,0.07931
14.32039,12.73598,1.36581,1.02823,0.36698,-1.63644,0.81354,-0.49158,0.27459
14.15124,12.95871,1.22112,0.84519,0.02295,-0.04750,0.87970,0.23222,0.27178
13.29350,13.24694,0.91823,1.07595,0.25204,-1.97720,0.87767,0.49996,0.18831
13.24536,12.61704,0.86850,1.06051,0.27666,-1.70835,0.79445,-0.32350,0.87614
13.41176,12.60521,1.49962,0.70076,0.45349,-1.98056,0.90365,0.27720,-0.63166
13.92866,12.74946,0.92958,0.83256,0.43012,-2.96599,0.27682,0.35886,-0.08197
13.40825,12.54244,0.88522,0.72559,0.42654,-0.37309,1.12321,0.30405,-0.23299
14.27258,12.54844,1.19850,0.80308,0.38327,-2.11276,0.27799,0.25200,0.77940
13.69434,12.42233,1.30912,0.91714,0.28582,-0.23691,0.05849,-0.14014,0.10418
13.87808,12.45394,1.44943,1.01324,0.40251,-2.20350,0.51905,-0.17693,0.60626
13.22166,12.49866,0.88686,0.77728,0.06197,-0.98613,0.46699,-0.35745,-0.85474
13.28396,13.00382,0.85214,1.21417,0.48540,-0.61472,0.52592,0.43464,-0.11874
13.81745,12.67564,0.89105,0.80497,0.25758,-1.10225,0.64565,0.32386,-0.73735
13.99955,12.63885,1.26311,0.70467,0.46171,-1.54419,0.42646,0.03760,-0.33897
13.44403,12.93703,1.08328,1.14799,0.45431,-0.92171,1.44255,0.45791,-0.99058
13.22626,12.96575,0.80776,1.29228,0.08002,-2.46519,0.13995,-0.36558,0.50177
14.33979,12.71770,0.80594,0.80997,0.14920,-2.70392,0.63965,-0.34328,-0.00534
13.89252,12.82441,1.03929,0.81165,0.33621,-2.81334,0.63125,0.06166,0.70593
14.37780,12.51413,0.76681,1.17936,0.05813,-1.09220,0.27401,0.01296,-0.19804
14.35464,13.01823,1.03636,1.09034,0.30130,-2.57972,0.54969,-0.48065,0.01222
13.22324,13.19977,0.80572,1.21861,0.20978,-2.53975,0.79778,-0.27091,0.37347
14.22082,12.64832,1.03705,0.79485,0.12550,-2.03417,0.53257,0.33480,-0.43316
13.59545,12.62672,0.90617,1.25513,0.15820,-1.21329,1.11903,-0.49524,0.38699
13.59125,12.67462,1.03651,0.95495,0.22159,-0.02398,0.17003,-0.02220,-0.93770
13.70729,12.59727,1.15801,1.21038,0.46345,-0.69602,1.46390,0.35247,0.54838
14.27122,13.09177,1.25241,1.16383,0.36156,-1.49435,0.82412,0.31259,0.11961
13.41671,12.56601,1.26839,0.83143,0.42803,-1.77341,0.41492,0.23433,-0.11490
14.33523,13.04874,1.06100,0.72427,0.35080,-2.75662,1.48255,0.13714,0.41335
13.29070,12.53280,1.01574,1.10637,0.27605,-1.67672,0.04734,-0.25818,0.45425
13.49980,12.55492,1.07632,1.27695,0.10817,-2.41916,0.20496,0.14809,0.70153
13.27501,12.90746,0.90002,1.00975,0.28027,-0.19055,0.80563,0.28472,0.02021
13.40000,12.87518,1.46683,1.05143,0.06236,-1.17791,1.35158,0.10046,0.76425
14.03208,13.10053,0.92931,0.86678,0.25557,-0.64344,0.36450,-0.02131,-0.11470
14.01553,12.77443,0.75504,1.23082,0.27668,-2.96442,0.95712,0.12443,0.28501
14.23811,12.94336,1.25563,1.29992,0.37014,-1.72816,0.56596,-0.15469,-0.63367
13.50304,12.92814,1.29429,1.14989,0.11123,-2.73251,0.06404,-0.01786,0.89758
13.71999,12.95667,1.08786,0.82262,0.30347,-0.90192,0.52434,-0.21706,0.02774
14.30302,13.11151,0.78416,0.79344,0.48259,-2.38425,0.02785,0.47932,-0.49845
13.21034,12.98401,1.46763,1.29725,0.43582,-2.85994,0.66272,-0.47143,-0.67880
14.02471,12.61978,0.91262,1.08535,0.03091,-0.81234,0.17478,0.00042,-0.86563
13.90646,12.88281,1.31226,1.23675,0.14451,-0.25884,0.29277,0.43556,-0.74036
14.04518,12.67075,0.84730,0.82356,0.30205,-2.83033,0.57532,0.17004,-0.17640
14.21384,12.80795,0.70566,1.24993,0.25619,-0.25567,0.82108,0.06040,0.79668
13.78619,13.19123,0.96673,1.04504,0.47214,-2.18512,0.77402,0.08061,0.68913
13.93590,13.05765,0.89764,1.22359,0.39364,-1.11166,0.62324,-0.01970,-0.89506
13.62461,13.08710,1.37298,0.99042,0.48890,-1.18551,1.40474,-0.03040,-0.30660
13.85328,12.40172,0.97540,1.29723,0.20183,-1.95889,1.30479,0.16728,-0.00073
14.25129,12.67816,1.47196,0.96870,0.47105,-1.62776,1.22182,0.30113,-0.69940
13.56267,12.45363,1.31202,0.98906,0.32625,-1.13041,0.24264,0.46260,-0.35158
13.55165,12.46521,0.95188,1.00425,0.30182,-0.10451,0.99767,-0.06323,0.95268
13.22358,12.88583,1.41692,1.29206,0.36571,-0.90698,0.60753,-0.15338,-0.80619
13.90870,12.71000,0.96688,0.98776,0.17534,-0.52725,0.37257,0.35975,0.90429
13.77268,12.91291,0.91657,1.23752,0.06051,-1.88379,1.42227,0.19407,-0.44836
14.38557,13.16539,1.48202,1.07405,0.33418,-0.02907,0.65025,-0.25867,0.88079
13.90748,12.55777,0.88674,1.03370,0.38708,-1.66754,0.02832,-0.29025,0.54639
13.22966,13.26596,1.37491,0.74295,0.40646,-2.90381,1.31539,0.35813,0.50376
13.75102,12.95814,1.23807,1.28279,0.17550,-0.67434,1.22685,0.07304,-0.65481
13.70917,12.89638,1.48643,0.87509,0.36603,-1.61522,0.74252,0.30012,-0.24320
13.74488,12.94654,1.10114,0.70234,0.48245,-2.57213,0.19481,0.26068,-0.78671
14.16995,13.26187,0.98381,0.96337,0.28832,-0.08629,0.24813,-0.35622,0.99685
13.64327,12.83290,1.37525,1.19737,0.23817,-0.13903,1.46832,-0.44833,-0.54434
13.39385,12.59378,0.86196,0.97456,0.02102,-0.42471,0.27294,0.06404,-0.46769
14.39523,13.10957,1.33120,0.92102,0.15314,-0.62075,1.45277,0.04576,-0.13664
13.53797,12.93430,0.89169,0.78000,0.11496,-0.45838,0.99708,-0.48986,-0.70696
13.22643,13.29890,0.84549,0.80367,0.04187,-1.63164,1.08495,0.10333,0.40809
13.72336,13.00420,1.15918,1.11833,0.47693,-2.53371,0.89047,0.34903,0.02936
13.93261,12.66837,1.31098,0.73908,0.22216,-0.23470,0.09123,0.19035,-0.40599
13.47672,13.15706,0.84530,1.19816,0.16254,-0.98679,1.06105,-0.09559,-0.92488
14.34144,12.71217,1.04029,1.22771,0.28059,-1.19088,0.03051,0.26909,-0.87193
13.70512,12.48999,0.78312,0.98120,0.36835,-0.26451,0.35361,0.49533,0.83719
14.19157,12.63072,0.90203,0.80713,0.22058,-2.45016,1.43326,0.12753,-0.24268
14.19672,12.80237,1.42744,1.19972,0.37499,-1.20936,0.04387,-0.08359,0.63171
13.47857,12.49364,0.73867,0.75451,0.01487,-0.24433,1.11670,-0.31907,-0.00130
13.94359,12.53079,0.86733,0.89604,0.46067,-2.72856,1.49335,-0.34963,0.22837
13.66226,12.92326,1.24817,0.77843,0.14467,-1.39642,0.95602,0.41571,-0.67056
13.26014,12.91982,0.72580,1.00980,0.34605,-2.74181,1.49791,-0.00531,-0.72282
14.21171,13.04424,1.28661,1.25609,0.12467,-1.71984,0.96283,0.41106,0.92433
13.30955,12.91945,1.34215,1.16830,0.27258,-2.29036,1.44976,-0.09020,-0.35004
13.99571,13.16486,1.08410,0.97133,0.47569,-1.55179,0.98528,-0.28163,-0.38880
13.61051,12.60999,0.99601,0.81566,0.13923,-1.08389,1.17985,-0.41432,-0.30493
14.24168,12.84151,1.14214,1.05692,0.34237,-2.06881,1.33640,0.33123,-0.66788
13.20639,13.11380,1.01770,0.94272,0.00561,-0.23402,0.95219,0.44285,0.52665
14.15713,13.23271,1.23537,0.84738,0.35822,-0.49646,1.34731,-0.25669,0.51111
14.37249,13.15091,1.23832,1.16783,0.18981,-0.40851,0.63063,0.19044,0.28072
14.32096,12.48856,1.18848,0.72637,0.43989,-0.42136,0.12022,0.16107,-0.81575
14.19440,12.81478,0.81050,0.73814,0.48681,-1.43825,0.30724,-0.08302,-0.92824
14.14153,13.01761,1.33172,1.22784,0.16612,-1.05324,1.32142,0.23061,-0.11858
13.81141,12.54894,0.98033,1.26832,0.42290,-0.39296,0.70827,0.21225,0.11826
13.77454,12.94538,0.79459,1.08665,0.40993,-2.12436,0.67567,-0.31389,-0.09847
13.75989,12.48571,1.35518,1.01943,0.31678,-2.09460,1.25739,0.04586,-0.97549
13.68655,12.59531,1.41907,0.70197,0.15636,-1.09133,1.09678,0.46865,0.27432
13.86354,12.94444,0.73554,0.92145,0.24499,-2.70319,1.25403,0.21031,-0.96867
13.53054,12.52339,1.00811,0.84211,0.01885,-1.76416,0.84204,-0.25193,-0.77630
13.96767,12.70352,1.41064,1.21271,0.23267,-0.46820,0.28658,-0.16108,0.83172
13.53968,12.42623,0.79428,0.74677,0.12462,-2.74538,0.95206,-0.02484,0.96701
14.10849,12.55295,0.83133,1.23070,0.41747,-2.89551,0.55939,0.21720,-0.51258
13.66905,12.75130,1.32988,1.07597,0.24965,-1.14886,1.39713,-0.47702,0.55804
14.34991,12.78623,1.07498,0.92150,0.15219,-2.36864,1.15381,0.22330,-0.66164
14.28683,12.72696,1.47710,1.14760,0.06908,-1.85650,0.96674,-0.04505,0.34078
13.90366,12.53381,0.94550,0.93338,0.15673,-2.75175,0.77938,-0.09789,-0.52627
14.31147,12.91189,1.18741,1.28610,0.26780,-0.56621,1.35553,0.16913,0.30847
14.39274,12.57192,1.08145,1.03141,0.25925,-0.99477,1.48429,-0.04148,0.34348
14.25132,12.93390,0.99684,1.00064,0.34273,-1.42415,0.27173,0.39429,-0.02026
14.10034,12.41854,1.06231,0.91847,0.42742,-1.93763,1.17962,0.36308,0.23995
13.38515,13.21995,0.87550,0.98027,0.45095,-0.49029,0.47288,-0.15933,-0.54806
13.87301,12.55806,1.22024,0.79889,0.09857,-1.02123,0.13656,-0.39784,0.33784
13.66444,13.25244,0.70778,1.03798,0.11472,-2.16290,0.52231,0.36689,-0.87406
13.77197,13.15701,1.31676,1.28216,0.09621,-2.13945,0.04334,0.35547,-0.69662
14.05041,12.66193,1.28356,0.81279,0.07829,-0.62663,1.40018,-0.07531,0.38647
14.37450,12.45318,0.91959,0.94473,0.14017,-1.83671,0.59057,0.35509,-0.21158
